Vendedor ID;Key_Calendario;Pais;Ciudad;Cliente ID;Key_Presupuesto;Transaccion ID;Producto ID;Num Serie;Lista Precio;Ventas;Margen Bruto;Utilidad;Cliente;CP;Latitude;Longitude;Mercado;Miembro;Capital;Area(km2);Poblacion(mio);Crecimiento Pob.;Moneda;Inflacion;Nombre Oficial del Pais;Fecha;Año;Semestre;Trimestre;Mes;Periodo;Mes número;Semana;Día;Día de la semana;Vendedor;Distribuidor ID
2018;40131;Bangladesh;Chittagong;1006;2009|11;1315;4000;14090;4599;4240;2078;0,49009433962264;Asian Pizza;;;;Asia & Australia;Asia;Dhaka;143 999;150.1;1.29%;Taka;Not known;"People's Republic of Bangladesh";14/11/2009;2009;2;4;nov.;nov. 2009;11;46;14;sáb.;Kaya Alpan;A5
2016;39612;Denmark;Copenhagen;1035;2008|6;1193;1000;11120;1699;1499;1019;0,67978652434957;Carlsborg;;;;Europe & Africa;OECD;Copenhagen;43 075;5.56;0.28%;Krone;2.76%;Kingdom of Denmark;13/06/2008;2008;1;2;jun.;jun. 2008;6;24;13;vie.;John Doe;A2
2016;40414;Poland;Krakow;1097;2010|8;1374;5000;15002;5999;4600;1886;0,41;Mary Kay;;;;Europe & Africa;OECD;Warsaw;312 683;38.09;-0.05%;Zloty;Not known;Republic of Poland;24/08/2010;2010;2;3;ago.;ago. 2010;8;35;24;mar.;John Doe;A2
2016;40370;Poland;Krakow;1097;2010|7;1371;4000;14110;4999;3800;2318;0,61;Mary Kay;;;;Europe & Africa;OECD;Warsaw;312 683;38.09;-0.05%;Zloty;Not known;Republic of Poland;11/07/2010;2010;2;3;jul.;jul. 2010;7;29;11;dom.;John Doe;A2
2016;40207;Poland;Krakow;1097;2010|1;1335;5000;15002;5999;4600;1886;0,41;Mary Kay;;;;Europe & Africa;OECD;Warsaw;312 683;38.09;-0.05%;Zloty;Not known;Republic of Poland;29/01/2010;2010;1;1;ene.;ene. 2010;1;5;29;vie.;John Doe;A2
2016;40554;Poland;Krakow;1097;2011|1;1401;4000;16004;5999;5845;2318;0,39657827202737;Mary Kay;;;;Europe & Africa;OECD;Warsaw;312 683;38.09;-0.05%;Zloty;Not known;Republic of Poland;11/01/2011;2011;1;1;ene.;ene. 2011;1;3;11;mar.;John Doe;A2
2016;40095;Denmark;Copenhagen;1035;2009|10;1307;4000;14074;4599;4100;2009;0,49;Carlsborg;;;;Europe & Africa;OECD;Copenhagen;43 075;5.56;0.28%;Krone;2.76%;Kingdom of Denmark;09/10/2009;2009;2;4;oct.;oct. 2009;10;41;9;vie.;John Doe;A2
2016;40284;Denmark;Copenhagen;1035;2010|4;1355;5000;15027;5999;5100;2091;0,41;Carlsborg;;;;Europe & Africa;OECD;Copenhagen;43 075;5.56;0.28%;Krone;2.76%;Kingdom of Denmark;16/04/2010;2010;1;2;abr.;abr. 2010;4;16;16;vie.;John Doe;A2
2016;40042;Denmark;Copenhagen;1035;2009|8;1296;4000;14060;4599;3240;1588;0,49012345679012;Carlsborg;;;;Europe & Africa;OECD;Copenhagen;43 075;5.56;0.28%;Krone;2.76%;Kingdom of Denmark;17/08/2009;2009;2;3;ago.;ago. 2009;8;34;17;lun.;John Doe;A2
2016;39648;Bosnia-Herzegovina;Sarajevo;1031;2008|7;1202;3000;13059;3299;2500;1175;0,47;"Captain Cook's Surfing School";;;;Europe & Africa;Europe;Sarajevo;51 129;3.84;Not known;Dinar;Not known;Republic of Bosnia and Herzegovina;19/07/2008;2008;2;3;jul.;jul. 2008;7;29;19;sáb.;John Doe;A2
2016;40493;Denmark;Copenhagen;1035;2010|11;1386;5000;15027;5999;5100;2091;0,41;Carlsborg;;;;Europe & Africa;OECD;Copenhagen;43 075;5.56;0.28%;Krone;2.76%;Kingdom of Denmark;11/11/2010;2010;2;4;nov.;nov. 2010;11;46;11;jue.;John Doe;A2
2016;40189;Poland;Krakow;1097;2010|1;1330;4000;14110;4999;3800;2318;0,61;Mary Kay;;;;Europe & Africa;OECD;Warsaw;312 683;38.09;-0.05%;Zloty;Not known;Republic of Poland;11/01/2010;2010;1;1;ene.;ene. 2010;1;3;11;lun.;John Doe;A2
2016;39518;Poland;Krakow;1097;2008|3;1170;3000;13023;3299;3039;1428;0,46989141164857;Mary Kay;;;;Europe & Africa;OECD;Warsaw;312 683;38.09;-0.05%;Zloty;Not known;Republic of Poland;11/03/2008;2008;1;1;mar.;mar. 2008;3;11;11;mar.;John Doe;A2
2016;40572;Poland;Krakow;1097;2011|1;1406;5000;16011;6999;5600;1886;0,33678571428571;Mary Kay;;;;Europe & Africa;OECD;Warsaw;312 683;38.09;-0.05%;Zloty;Not known;Republic of Poland;29/01/2011;2011;1;1;ene.;ene. 2011;1;5;29;sáb.;John Doe;A2
2016;40779;Poland;Krakow;1097;2011|8;1448;5000;16071;6999;4900;1886;0,38489795918367;Mary Kay;;;;Europe & Africa;OECD;Warsaw;312 683;38.09;-0.05%;Zloty;Not known;Republic of Poland;24/08/2011;2011;2;3;ago.;ago. 2011;8;35;24;mié.;John Doe;A2
2016;40735;Poland;Krakow;1097;2011|7;1443;4000;16064;5999;4800;2318;0,48291666666667;Mary Kay;;;;Europe & Africa;OECD;Warsaw;312 683;38.09;-0.05%;Zloty;Not known;Republic of Poland;11/07/2011;2011;2;3;jul.;jul. 2011;7;29;11;lun.;John Doe;A2
2016;38894;Denmark;Copenhagen;1035;2006|6;1039;1000;11057;1299;930;521;0,56021505376344;Carlsborg;;;;Europe & Africa;OECD;Copenhagen;43 075;5.56;0.28%;Krone;2.76%;Kingdom of Denmark;26/06/2006;2006;1;2;jun.;jun. 2006;6;26;26;lun.;John Doe;A2
2016;39196;Bosnia-Herzegovina;Sarajevo;1031;2007|4;1109;2000;12031;2199;1580;569;0,36012658227848;"Captain Cook's Surfing School";;;;Europe & Africa;Europe;Sarajevo;51 129;3.84;Not known;Dinar;Not known;Republic of Bosnia and Herzegovina;24/04/2007;2007;1;2;abr.;abr. 2007;4;17;24;mar.;John Doe;A2
2016;38489;Denmark;Copenhagen;1035;2005|5;1012;1000;11021;1199;1159;568;0,49007765314927;Carlsborg;;;;Europe & Africa;OECD;Copenhagen;43 075;5.56;0.28%;Krone;2.76%;Kingdom of Denmark;17/05/2005;2005;1;2;may.;may. 2005;5;21;17;mar.;John Doe;A2
2016;40649;Denmark;Copenhagen;1035;2011|4;1427;5000;16040;6999;5100;2091;0,41;Carlsborg;;;;Europe & Africa;OECD;Copenhagen;43 075;5.56;0.28%;Krone;2.76%;Kingdom of Denmark;16/04/2011;2011;1;2;abr.;abr. 2011;4;16;16;sáb.;John Doe;A2
2016;40861;Denmark;Copenhagen;1035;2011|11;1462;5000;16100;6999;6100;2091;0,3427868852459;Carlsborg;;;;Europe & Africa;OECD;Copenhagen;43 075;5.56;0.28%;Krone;2.76%;Kingdom of Denmark;14/11/2011;2011;2;4;nov.;nov. 2011;11;47;14;lun.;John Doe;A2
2019;40380;Netherlands;Arnhem;1011;2010|7;1372;4000;14112;4999;3890;2373;0,61002570694087;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;21/07/2010;2010;2;3;jul.;jul. 2010;7;30;21;mié.;Keith Helmkey;A3
2019;40380;Netherlands;Arnhem;1011;2010|7;1373;4000;14113;4999;3890;2373;0,61002570694087;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;21/07/2010;2010;2;3;jul.;jul. 2010;7;30;21;mié.;Keith Helmkey;A3
2019;39623;U.S.A.;Washington D.C.;1017;2008|6;1196;3000;13054;3299;2390;1123;0,46987447698745;Barley Foods;3582-2134;38,905761;-77,036711;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;24/06/2008;2008;1;2;jun.;jun. 2008;6;26;24;mar.;Keith Helmkey;A3
2019;39623;U.S.A.;Washington D.C.;1017;2008|6;1196;3000;13052;3299;2390;1123;0,46987447698745;Barley Foods;3582-2134;38,905761;-77,036711;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;24/06/2008;2008;1;2;jun.;jun. 2008;6;26;24;mar.;Keith Helmkey;A3
2019;40380;Netherlands;Arnhem;1011;2010|7;1373;4000;14114;4999;3890;2373;0,61002570694087;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;21/07/2010;2010;2;3;jul.;jul. 2010;7;30;21;mié.;Keith Helmkey;A3
2019;39637;U.S.A.;Washington D.C.;1017;2008|7;1199;3000;13056;3299;3100;1457;0,47;Barley Foods;3582-2134;38,905761;-77,036711;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;08/07/2008;2008;2;3;jul.;jul. 2008;7;28;8;mar.;Keith Helmkey;A3
2019;39681;U.S.A.;Washington D.C.;1017;2008|8;1210;3000;13080;3299;2670;1255;0,47003745318352;Barley Foods;3582-2134;38,905761;-77,036711;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;21/08/2008;2008;2;3;ago.;ago. 2008;8;34;21;jue.;Keith Helmkey;A3
2019;40564;Netherlands;Arnhem;1011;2011|1;1404;4000;16009;5999;5370;2373;0,44189944134078;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;21/01/2011;2011;1;1;ene.;ene. 2011;1;4;21;vie.;Keith Helmkey;A3
2019;40745;Netherlands;Arnhem;1011;2011|7;1445;4000;16067;5999;4890;2373;0,48527607361963;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;21/07/2011;2011;2;3;jul.;jul. 2011;7;30;21;jue.;Keith Helmkey;A3
2019;40564;Netherlands;Arnhem;1011;2011|1;1404;4000;16007;5999;5774;2373;0,41098025632144;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;21/01/2011;2011;1;1;ene.;ene. 2011;1;4;21;vie.;Keith Helmkey;A3
2019;40564;Netherlands;Arnhem;1011;2011|1;1404;4000;16008;5999;5900;2373;0,40220338983051;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;21/01/2011;2011;1;1;ene.;ene. 2011;1;4;21;vie.;Keith Helmkey;A3
2019;40745;Netherlands;Arnhem;1011;2011|7;1446;4000;16068;5999;4890;2373;0,48527607361963;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;21/07/2011;2011;2;3;jul.;jul. 2011;7;30;21;jue.;Keith Helmkey;A3
2019;39623;U.S.A.;Washington D.C.;1017;2008|6;1196;2000;12093;2499;1790;806;0,45027932960894;Barley Foods;3582-2134;38,905761;-77,036711;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;24/06/2008;2008;1;2;jun.;jun. 2008;6;26;24;mar.;Keith Helmkey;A3
2019;39681;U.S.A.;Washington D.C.;1017;2008|8;1210;3000;13077;3299;2670;1255;0,47003745318352;Barley Foods;3582-2134;38,905761;-77,036711;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;21/08/2008;2008;2;3;ago.;ago. 2008;8;34;21;jue.;Keith Helmkey;A3
2019;39681;U.S.A.;Washington D.C.;1017;2008|8;1210;3000;13079;3299;2670;1255;0,47003745318352;Barley Foods;3582-2134;38,905761;-77,036711;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;21/08/2008;2008;2;3;ago.;ago. 2008;8;34;21;jue.;Keith Helmkey;A3
2019;39681;U.S.A.;Washington D.C.;1017;2008|8;1210;3000;13078;3299;2670;1255;0,47003745318352;Barley Foods;3582-2134;38,905761;-77,036711;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;21/08/2008;2008;2;3;ago.;ago. 2008;8;34;21;jue.;Keith Helmkey;A3
2019;39154;Italy;Rome;1177;2007|3;1103;2000;12020;2199;1640;590;0,35975609756098;Veliotti;30 00185;;;Europe & Africa;OECD;Rome;301 279;60.55;-0.05%;Euro;2.09%;Italian Republic;13/03/2007;2007;1;1;mar.;mar. 2007;3;11;13;mar.;Keith Helmkey;A3
2019;39972;South Korea;Seoul;1115;2009|6;1283;4000;14046;4599;4190;2053;0,48997613365155;Monday Motor;;;;Asia & Australia;OECD;Seoul;99 022;48.99;0.27%;Won;Not known;Republic of Korea;08/06/2009;2009;1;2;jun.;jun. 2009;6;24;8;lun.;Keith Helmkey;A3
2019;38563;Netherlands;Arnhem;1011;2005|7;1014;1000;11023;1199;900;441;0,49;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;30/07/2005;2005;2;3;jul.;jul. 2005;7;31;30;sáb.;Keith Helmkey;A3
2019;40745;Netherlands;Arnhem;1011;2011|7;1446;4000;16069;5999;4890;2373;0,48527607361963;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;21/07/2011;2011;2;3;jul.;jul. 2011;7;30;21;jue.;Keith Helmkey;A3
2019;38563;Netherlands;Arnhem;1011;2005|7;1014;1000;11024;1199;900;441;0,49;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;30/07/2005;2005;2;3;jul.;jul. 2005;7;31;30;sáb.;Keith Helmkey;A3
2019;39623;U.S.A.;Washington D.C.;1017;2008|6;1196;3000;13053;3299;2390;1123;0,46987447698745;Barley Foods;3582-2134;38,905761;-77,036711;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;24/06/2008;2008;1;2;jun.;jun. 2008;6;26;24;mar.;Keith Helmkey;A3
2019;40031;Italy;Rome;1177;2009|8;1294;4000;14058;4599;4040;1980;0,49009900990099;Veliotti;30 00185;;;Europe & Africa;OECD;Rome;301 279;60.55;-0.05%;Euro;2.09%;Italian Republic;06/08/2009;2009;2;3;ago.;ago. 2009;8;32;6;jue.;Keith Helmkey;A3
2019;40199;Netherlands;Arnhem;1011;2010|1;1333;4000;14113;4999;3890;2373;0,61002570694087;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;21/01/2010;2010;1;1;ene.;ene. 2010;1;4;21;jue.;Keith Helmkey;A3
2019;39377;South Korea;Seoul;1135;2007|10;1135;2000;12066;2199;2009;723;0,35988053758089;SamYang Electronic Devices;;;;Asia & Australia;OECD;Seoul;99 022;48.99;0.27%;Won;Not known;Republic of Korea;22/10/2007;2007;2;4;oct.;oct. 2007;10;43;22;lun.;Keith Helmkey;A3
2019;40199;Netherlands;Arnhem;1011;2010|1;1333;4000;14114;4999;3890;2373;0,61002570694087;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;21/01/2010;2010;1;1;ene.;ene. 2010;1;4;21;jue.;Keith Helmkey;A3
2019;38906;South Korea;Seoul;1115;2006|7;1043;1000;11061;1299;900;504;0,56;Monday Motor;;;;Asia & Australia;OECD;Seoul;99 022;48.99;0.27%;Won;Not known;Republic of Korea;08/07/2006;2006;2;3;jul.;jul. 2006;7;27;8;sáb.;Keith Helmkey;A3
2019;38563;Netherlands;Arnhem;1011;2005|7;1014;1000;11025;1199;900;441;0,49;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;30/07/2005;2005;2;3;jul.;jul. 2005;7;31;30;sáb.;Keith Helmkey;A3
2019;40199;Netherlands;Arnhem;1011;2010|1;1333;4000;14112;4999;3890;2373;0,61002570694087;Atlantic Marketing;;;;Europe & Africa;OECD;Amsterdam;41 863;16.65;0.41%;Euro;1.84%;Kingdom of the Netherlands;21/01/2010;2010;1;1;ene.;ene. 2010;1;4;21;jue.;Keith Helmkey;A3
2030;39243;U.S.A.;Los Angeles;1073;2007|6;1116;2000;12038;2199;1610;580;0,36024844720497;Gasoline Motors;;34,04493;-118,243474;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;10/06/2007;2007;1;2;jun.;jun. 2007;6;24;10;dom.;Richard Ranieri;A6
2030;39139;U.S.A.;Boston;1095;2007|2;1101;2000;12018;2199;1900;684;0,36;Mae East Mountaneering;;42,358962;-71,056965;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;26/02/2007;2007;1;1;feb.;feb. 2007;2;9;26;lun.;Richard Ranieri;A6
2030;38594;Malta;Valletta;1111;2005|8;1015;1000;11026;1199;990;485;0,48989898989899;"Moe's Laundromat";;;;Europe & Africa;Eurozone;Valetta;316;0.42;0.40%;Lira;Not known;Republic of Malta;30/08/2005;2005;2;3;ago.;ago. 2005;8;36;30;mar.;Richard Ranieri;A6
2030;39937;U.S.A.;Los Angeles;1073;2009|5;1275;4000;14032;4599;4400;2156;0,49;Gasoline Motors;;34,04493;-118,243474;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;04/05/2009;2009;1;2;may.;may. 2009;5;19;4;lun.;Richard Ranieri;A6
2030;40335;Malta;Valletta;1111;2010|6;1368;5000;15043;5999;5200;2132;0,41;"Moe's Laundromat";;;;Europe & Africa;Eurozone;Valetta;316;0.42;0.40%;Lira;Not known;Republic of Malta;06/06/2010;2010;1;2;jun.;jun. 2010;6;24;6;dom.;Richard Ranieri;A6
2030;39891;Malta;Valletta;1111;2009|3;1264;4000;14016;4599;4040;1980;0,49009900990099;"Moe's Laundromat";;;;Europe & Africa;Eurozone;Valetta;316;0.42;0.40%;Lira;Not known;Republic of Malta;19/03/2009;2009;1;1;mar.;mar. 2009;3;12;19;jue.;Richard Ranieri;A6
2030;39046;U.S.A.;Boston;1095;2006|11;1080;1000;11101;1299;1010;566;0,56039603960396;Mae East Mountaneering;;42,358962;-71,056965;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;25/11/2006;2006;2;4;nov.;nov. 2006;11;47;25;sáb.;Richard Ranieri;A6
2030;40908;Malta;Valletta;1111;2011|12;1475;5000;16120;6999;6840;2132;0,31169590643275;"Moe's Laundromat";;;;Europe & Africa;Eurozone;Valetta;316;0.42;0.40%;Lira;Not known;Republic of Malta;31/12/2011;2011;2;4;dic.;dic. 2011;12;53;31;sáb.;Richard Ranieri;A6
2030;39733;Malta;Valletta;1111;2008|10;1223;3000;13095;3299;3110;1462;0,47009646302251;"Moe's Laundromat";;;;Europe & Africa;Eurozone;Valetta;316;0.42;0.40%;Lira;Not known;Republic of Malta;12/10/2008;2008;2;4;oct.;oct. 2008;10;42;12;dom.;Richard Ranieri;A6
2030;40543;Malta;Valletta;1111;2010|12;1397;5000;15043;5999;5200;2132;0,41;"Moe's Laundromat";;;;Europe & Africa;Eurozone;Valetta;316;0.42;0.40%;Lira;Not known;Republic of Malta;31/12/2010;2010;2;4;dic.;dic. 2010;12;53;31;vie.;Richard Ranieri;A6
2030;40700;Malta;Valletta;1111;2011|6;1440;5000;16060;6999;5200;2132;0,41;"Moe's Laundromat";;;;Europe & Africa;Eurozone;Valetta;316;0.42;0.40%;Lira;Not known;Republic of Malta;06/06/2011;2011;1;2;jun.;jun. 2011;6;24;6;lun.;Richard Ranieri;A6
2030;39381;U.S.A.;Boston;1095;2007|10;1136;2000;12067;2199;1949;702;0,36018471010775;Mae East Mountaneering;;42,358962;-71,056965;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;26/10/2007;2007;2;4;oct.;oct. 2007;10;43;26;vie.;Richard Ranieri;A6
2031;40501;Sweden;Stockholm;1092;2010|11;1387;3000;13139;3999;3470;2082;0,6;LM Didricsson;;;;Europe & Africa;OECD;Stockholm;449 964;9.42;0.48%;Krona;2.10%;Kingdom of Sweden;19/11/2010;2010;2;4;nov.;nov. 2010;11;47;19;vie.;Rolf Wesenlund;A3
2031;39706;Maldives;Male;1066;2008|9;1216;3000;13086;3299;2479;1165;0,4699475594998;Exotic Spice Trading;;;;Asia & Australia;Asia;Malé;298;0.32;-0.17%;Rufiyaa;Not known;Republic of Maldives;15/09/2008;2008;2;3;sep.;sep. 2008;9;38;15;lun.;Rolf Wesenlund;A3
2031;40163;Bhutan;Thimpu;1005;2009|12;1323;4000;14103;4599;4200;2058;0,49;Asian Pizza;;;;Asia & Australia;Asia;Thimpu;46 500;0.7;1.27%;Ngultrum;Not known;Kingdom of Bhutan;16/12/2009;2009;2;4;dic.;dic. 2009;12;51;16;mié.;Rolf Wesenlund;A3
2031;38908;India;New Delhi;1165;2006|7;1044;1000;11062;1299;1079;604;0,55977757182576;The Asian Trade House;;;;Asia & Australia;Asia;New Delhi;3 166 829;1 194.43;1.41%;Rupee;Not known;Republic of India;10/07/2006;2006;2;3;jul.;jul. 2006;7;28;10;lun.;Rolf Wesenlund;A3
2031;38703;Sweden;Stockholm;1092;2005|12;1020;1000;11031;1199;910;446;0,49010989010989;LM Didricsson;;;;Europe & Africa;OECD;Stockholm;449 964;9.42;0.48%;Krona;2.10%;Kingdom of Sweden;17/12/2005;2005;2;4;dic.;dic. 2005;12;51;17;sáb.;Rolf Wesenlund;A3
2031;38616;Australia;Sydney;1126;2005|9;1016;1000;11027;1199;1030;505;0,49029126213592;Pacific Development;;;;Asia & Australia;OECD;Canberra;7 682 300;22.57;1.20%;Aus Dollar;Not known;Commonwealth of Australia;21/09/2005;2005;2;3;sep.;sep. 2005;9;39;21;mié.;Rolf Wesenlund;A3
2031;39801;U.S.A.;Atlanta;1130;2008|12;1240;3000;13126;3299;3230;1518;0,46996904024768;PW Service;;33,640728;-84,4277;Americas;OECD;Washington D.C.;9 372 614;310.87;0.98%;US Dollar;Not known;United States of America;19/12/2008;2008;2;4;dic.;dic. 2008;12;51;19;vie.;Rolf Wesenlund;A3
2031;40267;Maldives;Male;1066;2010|3;1351;5000;15020;5999;4300;1763;0,41;Exotic Spice Trading;;;;Asia & Australia;Asia;Malé;298;0.32;-0.17%;Rufiyaa;Not known;Republic of Maldives;30/03/2010;2010;1;1;mar.;mar. 2010;3;14;30;mar.;Rolf Wesenlund;A3
2031;40287;Sweden;Stockholm;1092;2010|4;1356;3000;13139;3999;3470;2082;0,6;LM Didricsson;;;;Europe & Africa;OECD;Stockholm;449 964;9.42;0.48%;Krona;2.10%;Kingdom of Sweden;19/04/2010;2010;1;2;abr.;abr. 2010;4;17;19;lun.;Rolf Wesenlund;A3
2031;40481;Maldives;Male;1066;2010|10;1385;5000;15020;5999;4300;1763;0,41;Exotic Spice Trading;;;;Asia & Australia;Asia;Malé;298;0.32;-0.17%;Rufiyaa;Not known;Republic of Maldives;30/10/2010;2010;2;4;oct.;oct. 2010;10;44;30;sáb.;Rolf Wesenlund;A3
2031;40846;Maldives;Male;1066;2011|10;1460;5000;16093;6999;5300;1763;0,33264150943396;Exotic Spice Trading;;;;Asia & Australia;Asia;Malé;298;0.32;-0.17%;Rufiyaa;Not known;Republic of Maldives;30/10/2011;2011;2;4;oct.;oct. 2011;10;45;30;dom.;Rolf Wesenlund;A3
2031;40866;Sweden;Stockholm;1092;2011|11;1463;3000;16101;3999;3470;2082;0,6;LM Didricsson;;;;Europe & Africa;OECD;Stockholm;449 964;9.42;0.48%;Krona;2.10%;Kingdom of Sweden;19/11/2011;2011;2;4;nov.;nov. 2011;11;47;19;sáb.;Rolf Wesenlund;A3
2031;38897;Australia;Sydney;1126;2006|6;1040;1000;11058;1299;1210;678;0,5603305785124;Pacific Development;;;;Asia & Australia;OECD;Canberra;7 682 300;22.57;1.20%;Aus Dollar;Not known;Commonwealth of Australia;29/06/2006;2006;1;2;jun.;jun. 2006;6;26;29;jue.;Rolf Wesenlund;A3
2031;39286;Bhutan;Thimpu;1005;2007|7;1122;2000;12045;2199;2060;742;0,36019417475728;Asian Pizza;;;;Asia & Australia;Asia;Thimpu;46 500;0.7;1.27%;Ngultrum;Not known;Kingdom of Bhutan;23/07/2007;2007;2;3;jul.;jul. 2007;7;30;23;lun.;Rolf Wesenlund;A3
2031;39547;India;New Delhi;1165;2008|4;1177;3000;13033;3299;2630;1236;0,46996197718631;The Asian Trade House;;;;Asia & Australia;Asia;New Delhi;3 166 829;1 194.43;1.41%;Rupee;Not known;Republic of India;09/04/2008;2008;1;2;abr.;abr. 2008;4;15;9;mié.;Rolf Wesenlund;A3
2031;39513;Maldives;Male;1066;2008|3;1169;3000;13022;3299;2600;1222;0,47;Exotic Spice Trading;;;;Asia & Australia;Asia;Malé;298;0.32;-0.17%;Rufiyaa;Not known;Republic of Maldives;06/03/2008;2008;1;1;mar.;mar. 2008;3;10;6;jue.;Rolf Wesenlund;A3
2031;39463;India;New Delhi;1165;2008|1;1157;3000;13004;3299;2700;1269;0,47;The Asian Trade House;;;;Asia & Australia;Asia;New Delhi;3 166 829;1 194.43;1.41%;Rupee;Not known;Republic of India;16/01/2008;2008;1;1;ene.;ene. 2008;1;3;16;mié.;Rolf Wesenlund;A3
2031;40632;Maldives;Male;1066;2011|3;1423;5000;16033;6999;4300;1763;0,41;Exotic Spice Trading;;;;Asia & Australia;Asia;Malé;298;0.32;-0.17%;Rufiyaa;Not known;Republic of Maldives;30/03/2011;2011;1;1;mar.;mar. 2011;3;14;30;mié.;Rolf Wesenlund;A3
2031;40652;Sweden;Stockholm;1092;2011|4;1428;3000;16041;3999;3470;2082;0,6;LM Didricsson;;;;Europe & Africa;OECD;Stockholm;449 964;9.42;0.48%;Krona;2.10%;Kingdom of Sweden;19/04/2011;2011;1;2;abr.;abr. 2011;4;17;19;mar.;Rolf Wesenlund;A3
2012;39924;Portugal;Lisbon;1053;2009|4;1272;4000;14029;4599;3540;1735;0,49011299435028;Duoro Trading;;;;Europe & Africa;OECD;Lisbon;92 072;10.64;0.28%;Euro;2.45%;Portuguese Republic;21/04/2009;2009;1;2;abr.;abr. 2009;4;17;21;mar.;James Bond;A2
2012;39924;Portugal;Lisbon;1053;2009|4;1272;4000;14025;4599;3540;1735;0,49011299435028;Duoro Trading;;;;Europe & Africa;OECD;Lisbon;92 072;10.64;0.28%;Euro;2.45%;Portuguese Republic;21/04/2009;2009;1;2;abr.;abr. 2009;4;17;21;mar.;James Bond;A2
2012;39924;Portugal;Lisbon;1053;2009|4;1272;4000;14024;4599;3540;1735;0,49011299435028;Duoro Trading;;;;Europe & Africa;OECD;Lisbon;92 072;10.64;0.28%;Euro;2.45%;Portuguese Republic;21/04/2009;2009;1;2;abr.;abr. 2009;4;17;21;mar.;James Bond;A2
2012;39924;Portugal;Lisbon;1053;2009|4;1272;4000;14026;4599;3540;1735;0,49011299435028;Duoro Trading;;;;Europe & Africa;OECD;Lisbon;92 072;10.64;0.28%;Euro;2.45%;Portuguese Republic;21/04/2009;2009;1;2;abr.;abr. 2009;4;17;21;mar.;James Bond;A2
2012;39763;South Korea;Seoul;1140;2008|11;1231;3000;13111;3299;3230;1518;0,46996904024768;Silverstar;;;;Asia & Australia;OECD;Seoul;99 022;48.99;0.27%;Won;Not known;Republic of Korea;11/11/2008;2008;2;4;nov.;nov. 2008;11;46;11;mar.;James Bond;A2
